evaluation_scope,topology,p,gamma,missingness_mode,alpha_schedule,rate_low,rate_high,contrast,n_graph_seeds,precision_delta_n,precision_delta_mean,precision_delta_lo95,precision_delta_hi95,precision_delta_halfwidth95,recall_delta_n,recall_delta_mean,recall_delta_lo95,recall_delta_hi95,recall_delta_halfwidth95,f1_delta_n,f1_delta_mean,f1_delta_lo95,f1_delta_hi95,f1_delta_halfwidth95,exact_recovery_delta_n,exact_recovery_delta_mean,exact_recovery_delta_lo95,exact_recovery_delta_hi95,exact_recovery_delta_halfwidth95,fp_delta_n,fp_delta_mean,fp_delta_lo95,fp_delta_hi95,fp_delta_halfwidth95,fn_delta_n,fn_delta_mean,fn_delta_lo95,fn_delta_hi95,fn_delta_halfwidth95,trace_ci_tests_delta_n,trace_ci_tests_delta_mean,trace_ci_tests_delta_lo95,trace_ci_tests_delta_hi95,trace_ci_tests_delta_halfwidth95,trace_ci_n_eff_min_delta_n,trace_ci_n_eff_min_delta_mean,trace_ci_n_eff_min_delta_lo95,trace_ci_n_eff_min_delta_hi95,trace_ci_n_eff_min_delta_halfwidth95,trace_ci_n_eff_median_delta_n,trace_ci_n_eff_median_delta_mean,trace_ci_n_eff_median_delta_lo95,trace_ci_n_eff_median_delta_hi95,trace_ci_n_eff_median_delta_halfwidth95,trace_ci_effective_fraction_mean_delta_n,trace_ci_effective_fraction_mean_delta_mean,trace_ci_effective_fraction_mean_delta_lo95,trace_ci_effective_fraction_mean_delta_hi95,trace_ci_effective_fraction_mean_delta_halfwidth95,runtime_seconds_delta_n,runtime_seconds_delta_mean,runtime_seconds_delta_lo95,runtime_seconds_delta_hi95,runtime_seconds_delta_halfwidth95,missing_rate_realized_masked_cells_delta_n,missing_rate_realized_masked_cells_delta_mean,missing_rate_realized_masked_cells_delta_lo95,missing_rate_realized_masked_cells_delta_hi95,missing_rate_realized_masked_cells_delta_halfwidth95,complete_row_rate_delta_n,complete_row_rate_delta_mean,complete_row_rate_delta_lo95,complete_row_rate_delta_hi95,complete_row_rate_delta_halfwidth95,selected_edge_partial_corr_min_delta_n,selected_edge_partial_corr_min_delta_mean,selected_edge_partial_corr_min_delta_lo95,selected_edge_partial_corr_min_delta_hi95,selected_edge_partial_corr_min_delta_halfwidth95,selected_edge_query_retention_min_delta_n,selected_edge_query_retention_min_delta_mean,selected_edge_query_retention_min_delta_lo95,selected_edge_query_retention_min_delta_hi95,selected_edge_query_retention_min_delta_halfwidth95
global_whole_skeleton,small_world_k2,100,1.0,self_masking_gaussian_preserving,n_inverse_half,0.1,0.5,0.5_minus_0.1,10,10,0.014546978072205508,0.0027508035318856063,0.026343152612525407,0.011796174540319901,10,-0.0020000000000000018,-0.005016209550397612,0.0010162095503976083,0.00301620955039761,10,0.006379641244444967,-0.00025915346231872565,0.013018435951208659,0.006638794706763693,10,0.4,-0.2032419100795213,1.0032419100795213,0.6032419100795213,10,-1.5,-2.72750835377913,-0.2724916462208702,1.2275083537791298,10,0.2,-0.10162095503976065,0.5016209550397607,0.30162095503976066,10,-276.8,-425.30766486293356,-128.29233513706646,148.50766486293355,10,-2917.0,-2972.789685854642,-2861.210314145358,55.789685854641775,10,-2800.0,-2804.461034085675,-2795.538965914325,4.461034085674815,10,-0.568071967488897,-0.5699356584766554,-0.5662082765011386,0.0018636909877584392,10,-4.505289093300189,-6.967992564927402,-2.042585621672976,2.462703471627213,10,0.40007079999999995,0.3993268406793585,0.4008147593206414,0.0007439593206414491,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,-0.5881330585878942,-0.5989831269076452,-0.5772829902681432,0.010850068319750971
global_whole_skeleton,small_world_k2,100,1.0,self_masking_gaussian_preserving,n_inverse_half,0.3,0.5,0.5_minus_0.3,10,10,-0.000990099009901002,-0.003229858577027965,0.001249660557225961,0.002239759567126963,10,-0.0020000000000000018,-0.005016209550397612,0.0010162095503976083,0.00301620955039761,10,-0.0015025375634391102,-0.003233238866932035,0.00022816374005381443,0.0017307013034929247,10,-0.3,-0.6455502144136438,0.045550214413643764,0.34555021441364375,10,0.1,-0.12621571627982048,0.3262157162798205,0.22621571627982048,10,0.2,-0.10162095503976065,0.5016209550397607,0.30162095503976066,10,-169.3,-242.4462298924476,-96.15377010755242,73.1462298924476,10,-795.5,-861.9013668753001,-729.0986331246999,66.40136687530018,10,-1199.35,-1203.2245747603006,-1195.4754252396992,3.8745747603006926,10,-0.2324479346137421,-0.23367158631779184,-0.23122428290969238,0.0012236517040497296,10,-0.6427353028002013,-4.115261597046448,2.8297909914460453,3.4725262942462467,10,0.2002532,0.199572042912207,0.20093435708779298,0.0006811570877929738,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,-0.1635128719272381,-0.17821744095244516,-0.14880830290203104,0.01470456902520707
target_restriction_of_global,random_regular_d2,50,1.0,self_masking_gaussian_preserving,n_inverse_half,0.1,0.3,0.3_minus_0.1,10,10,0.006666666666666687,-0.0033873651679920316,0.016720698501325404,0.010054031834658719,10,0.0,0.0,0.0,0.0,10,0.003999999999999981,-0.0020324191007952026,0.010032419100795165,0.006032419100795184,10,0.019999999999999997,-0.010162095503976058,0.05016209550397605,0.030162095503976055,10,-0.02,-0.05016209550397606,0.010162095503976062,0.030162095503976062,10,0.0,0.0,0.0,0.0,10,-35.6,-63.70947100726889,-7.490528992731118,28.109471007268883,10,-979.9,-1060.433677542732,-899.366322457268,80.53367754273201,10,-800.15,-804.4555334853272,-795.8444665146727,4.3055334853272464,10,-0.3392763402698313,-0.3420400029446943,-0.3365126775949683,0.002763662674863012,10,-0.3537043447201766,-2.119734696398028,1.4123260069576749,1.7660303516778515,10,0.19942959999999998,0.1983586933655726,0.20050050663442737,0.0010709066344273847,10,-0.00688,-0.008172402677779115,-0.005587597322220885,0.0012924026777791152,10,0.0,0.0,0.0,0.0,10,-0.3880600418303187,-0.3882603215730012,-0.38785976208763623,0.00020027974268246998
target_restriction_of_global,random_regular_d2,50,1.0,self_masking_gaussian_preserving,n_inverse_half,0.1,0.5,0.5_minus_0.1,10,10,0.006666666666666687,-0.0033873651679920316,0.016720698501325404,0.010054031834658719,10,-0.0050000000000000044,-0.016310785813991036,0.006310785813991028,0.011310785813991033,10,0.0006666666666666377,-0.009745447141390027,0.011078780474723304,0.010412113808056666,10,0.009999999999999998,-0.03060696380436043,0.05060696380436043,0.04060696380436043,10,-0.02,-0.05016209550397606,0.010162095503976062,0.030162095503976062,10,0.01,-0.012621571627982045,0.03262157162798204,0.022621571627982045,10,-99.7,-129.84144625152993,-69.55855374847008,30.14144625152993,10,-1423.8,-1461.4917594615351,-1386.1082405384648,37.691759461535135,10,-1399.6,-1403.4032955292134,-1395.7967044707864,3.8032955292136412,10,-0.5704045942150807,-0.5725259194743791,-0.5682832689557823,0.0021213252592983825,10,-0.9285859827200371,-1.8468089807638832,-0.010362984676191123,0.918222998043846,10,0.3999664,0.39901744161037106,0.40091535838962894,0.0009489583896289298,10,-0.00688,-0.008172402677779115,-0.005587597322220885,0.0012924026777791152,10,0.0,0.0,0.0,0.0,10,-0.6072234851438146,-0.6075368762437633,-0.606910094043866,0.0003133910999487019
target_restriction_of_global,random_regular_d2,50,1.0,self_masking_gaussian_preserving,n_inverse_half,0.3,0.5,0.5_minus_0.3,10,10,0.0,0.0,0.0,0.0,10,-0.0050000000000000044,-0.016310785813991036,0.006310785813991028,0.011310785813991033,10,-0.0033333333333333435,-0.010873857209327382,0.0042071905426606954,0.007540523875994039,10,-0.009999999999999998,-0.03262157162798204,0.012621571627982043,0.02262157162798204,10,0.0,0.0,0.0,0.0,10,0.01,-0.012621571627982045,0.03262157162798204,0.022621571627982045,10,-64.1,-90.46693809521393,-37.733061904786055,26.366938095213943,10,-443.9,-548.6055163308286,-339.1944836691714,104.70551633082857,10,-599.45,-601.5857793457022,-597.3142206542979,2.135779345702141,10,-0.2311282539452494,-0.23290584156626384,-0.22935066632423498,0.0017775876210144234,10,-0.5748816379998605,-2.117221197597782,0.967457921598061,1.5423395595979215,10,0.20053680000000002,0.2000720808965542,0.20100151910344582,0.00046471910344581945,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,-0.21916344331349585,-0.2192765546707621,-0.2190503319562296,0.00011311135726624955
target_restriction_of_global,random_regular_d2,100,1.0,self_masking_gaussian_preserving,n_inverse_half,0.1,0.3,0.3_minus_0.1,10,10,0.006666666666666687,-0.008414381085321391,0.021747714418654765,0.015081047751988078,10,0.0,0.0,0.0,0.0,10,0.003999999999999981,-0.005048628651192795,0.013048628651192757,0.009048628651192776,10,0.019999999999999997,-0.025243143255964086,0.06524314325596409,0.04524314325596408,10,-0.02,-0.06524314325596409,0.02524314325596409,0.04524314325596409,10,0.0,0.0,0.0,0.0,10,-87.0,-122.04032034679288,-51.95967965320712,35.04032034679288,10,-1901.9,-2063.3040108491623,-1740.495989150838,161.404010849162,10,-1601.35,-1602.7612065755457,-1599.9387934244542,1.41120657554568,10,-0.33252888444637974,-0.332836921065043,-0.3322208478277165,0.0003080366186632675,10,-0.38999772114985765,-5.064646871533826,4.284651429234112,4.674649150383969,10,0.1999974,0.19973696462703616,0.20025783537296382,0.0002604353729638368,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,-0.3878396299423753,-0.38806022141868846,-0.38761903846606216,0.00022059147631315576
target_restriction_of_global,random_regular_d2,100,1.0,self_masking_gaussian_preserving,n_inverse_half,0.1,0.5,0.5_minus_0.1,10,10,0.010000000000000031,-0.0015183404804547974,0.02151834048045486,0.011518340480454829,10,0.0,0.0,0.0,0.0,10,0.005999999999999972,-0.0009110042882728726,0.012911004288272817,0.006911004288272845,10,0.029999999999999992,-0.004555021441364375,0.06455502144136435,0.03455502144136437,10,-0.030000000000000006,-0.0645550214413644,0.004555021441364382,0.03455502144136439,10,0.0,0.0,0.0,0.0,10,-169.5,-231.31137188697807,-107.68862811302193,61.81137188697807,10,-2832.1,-2937.1503233432345,-2727.0496766567653,105.05032334323438,10,-2799.1,-2802.921937418816,-2795.278062581184,3.8219374188162156,10,-0.5668757403797517,-0.5679328432141831,-0.5658186375453204,0.001057102834431381,10,-3.2166118324600346,-5.038037762440977,-1.395185902479092,1.8214259299809425,10,0.39994599999999997,0.3992824119632056,0.40060958803679436,0.0006635880367943684,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,-0.6068785919305559,-0.6072237661577402,-0.6065334177033717,0.0003451742271843226
target_restriction_of_global,random_regular_d2,100,1.0,self_masking_gaussian_preserving,n_inverse_half,0.3,0.5,0.5_minus_0.3,10,10,0.0033333333333333435,-0.004207190542660695,0.010873857209327382,0.007540523875994038,10,0.0,0.0,0.0,0.0,10,0.0019999999999999905,-0.0025243143255963977,0.006524314325596379,0.004524314325596388,10,0.009999999999999998,-0.012621571627982043,0.03262157162798204,0.02262157162798204,10,-0.01,-0.03262157162798204,0.012621571627982045,0.022621571627982045,10,0.0,0.0,0.0,0.0,10,-82.5,-127.76230469650861,-37.23769530349139,45.26230469650861,10,-930.2,-1119.5037368191047,-740.8962631808954,189.30373681910467,10,-1197.75,-1201.3946948793139,-1194.1053051206861,3.6446948793138114,10,-0.23434685593337198,-0.23532653689858407,-0.2333671749681599,0.0009796809652120972,10,-2.8266141113101773,-6.496862282143507,0.8436340595231528,3.67024817083333,10,0.19994859999999998,0.19929340352026795,0.200603796479732,0.0006551964797320292,10,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,10,-0.2190389619881806,-0.21916354473905175,-0.21891437923730944,0.0001245827508711625
target_restriction_of_global,small_world_k2,50,1.0,self_masking_gaussian_preserving,n_inverse_half,0.1,0.3,0.3_minus_0.1,10,10,0.015000000000000036,0.0007260186763037909,0.029273981323696283,0.014273981323696245,10,0.0,0.0,0.0,0.0,10,0.009333333333333315,0.0002847046821404988,0.01838196198452613,0.009048628651192816,10,0.039999999999999994,0.003059128221082008,0.07694087177891798,0.036940871778917986,10,-0.04,-0.07694087177891801,-0.003059128221082001,0.036940871778918,10,0.0,0.0,0.0,0.0,10,-44.1,-75.8588568796979,-12.3411431203021,31.758856879697902,10,-1041.6,-1053.806335840462,-1029.3936641595378,12.20633584046218,10,-802.3,-806.2333789594036,-798.3666210405963,3.9333789594036053,10,-0.34236308782457303,-0.34469297408155597,-0.3400332015675901,0.0023298862569829434,10,-0.7741274452601374,-2.2952900297564325,0.7470351392361576,1.521162584496295,10,0.19978400000000002,0.19882918028956145,0.20073881971043858,0.0009548197104385661,10,-0.00668,-0.0082417442575265,-0.0051182557424735,0.0015617442575265002,10,0.0,0.0,0.0,0.0,10,-0.4184322583138207,-0.4267983629031172,-0.4100661537245242,0.008366104589296496
target_restriction_of_global,small_world_k2,50,1.0,self_masking_gaussian_preserving,n_inverse_half,0.1,0.5,0.5_minus_0.1,10,10,0.011666666666666691,-0.0061508961149850504,0.02948422944831843,0.017817562781651742,10,-0.0025000000000000022,-0.008155392906995518,0.003155392906995514,0.005655392906995516,10,0.005904761904761901,-0.003675412577402893,0.015484936386926697,0.009580174482164795,10,0.019999999999999997,-0.025243143255964093,0.06524314325596409,0.04524314325596409,10,-0.030000000000000006,-0.07828291119331837,0.018282911193318367,0.04828291119331837,10,0.01,-0.012621571627982045,0.03262157162798204,0.022621571627982045,10,-134.8,-169.45492204655213,-100.1450779534479,34.654922046552116,10,-1470.0,-1492.0719776816616,-1447.9280223183384,22.071977681661558,10,-1400.2,-1404.0419690634133,-1396.3580309365868,3.8419690634131274,10,-0.5716835102897961,-0.5739525629187215,-0.5694144576608707,0.002269052628925416,10,-1.0658403427500298,-2.0283211087771633,-0.10335957672289653,0.9624807660271333,10,0.4001944,0.3993104043980337,0.4010783956019663,0.0008839956019662578,10,-0.00668,-0.0082417442575265,-0.0051182557424735,0.0015617442575265002,10,0.0,0.0,0.0,0.0,10,-0.5979355682074989,-0.6036866157738845,-0.5921845206411134,0.005751047566385519
